164574780	26.5291294	41.5163899	
283711169	26.5323722	41.5031784	
299263482	26.5286010	41.5036382	Ορεστιάδα
299266545	26.5030085	41.4950707	Νέος Πύργος
301031648	26.4929584	41.4963329	
301031649	26.4891819	41.4974901	
301031652	26.4871219	41.4982615	
301031655	26.4775089	41.5022470	
301031656	26.4720157	41.5045611	
301031658	26.4696125	41.5057181	
301031659	26.4662802	41.5090327	
301031661	26.4650096	41.5113046	
301031719	26.5080253	41.4952319	
301031720	26.5106977	41.4968836	
301031721	26.5128091	41.4977595	
301031722	26.5173195	41.4998760	
301031725	26.5253837	41.5033936	
301031825	26.5044597	41.4915755	
301032661	26.4612011	41.5622578	
301032662	26.4601711	41.5616156	
301032663	26.4586262	41.5605880	
301032664	26.4579395	41.5590466	
301057823	26.5337237	41.4888956	
301057999	26.5310695	41.4887450	
301058001	26.5245464	41.4908024	
301058003	26.5238597	41.4918311	
301058005	26.5226581	41.4940170	
301058007	26.5207698	41.4963314	
301058009	26.5204845	41.5014140	
301058011	26.5205982	41.5044310	
301058013	26.5231731	41.5057166	
301058015	26.5228298	41.5097017	
301058017	26.5233448	41.5127867	
301058018	26.5240314	41.5153575	
301058019	26.5234513	41.5195594	
301058020	26.5254188	41.5223078	
301058021	26.5351894	41.5217840	
301058022	26.5353611	41.5189564	
301058023	26.5353611	41.5158717	
301058024	26.5369060	41.5138151	
301058025	26.5360477	41.5120155	
301058026	26.5362194	41.5089304	
301058027	26.5366475	41.5053391	
301058028	26.5379360	41.5031454	
301058030	26.5372493	41.4959456	
301058031	26.5348461	41.4949170	
301058032	26.5351894	41.4928598	
301058033	26.5357044	41.4902881	
301058757	26.4815999	41.5113153	
301058758	26.4905574	41.5296235	
301058927	26.5066940	41.5111193	
301058931	26.4781941	41.5334628	
301058932	26.4776792	41.5339768	
301058933	26.4769278	41.5388698	
301058942	26.4610280	41.5397590	
301073181	26.5659493	41.4618088	
301073183	26.5648868	41.4635367	
301073184	26.5645435	41.4645658	
301073185	26.5636852	41.4655949	
301073186	26.5624836	41.4659808	
301073187	26.5612819	41.4671385	
301073188	26.5605953	41.4682961	
301073189	26.5599086	41.4690679	
301073191	26.5593936	41.4699683	
301073192	26.5585353	41.4707401	
301073193	26.5576770	41.4707401	
301073194	26.5566471	41.4712546	
301073196	26.5559604	41.4717691	
301073197	26.5552002	41.4729722	
301073198	26.5545369	41.4737159	
301073199	26.5532138	41.4745987	
301073200	26.5514972	41.4753704	
301073201	26.5508106	41.4758849	
301073202	26.5496089	41.4763993	
301073203	26.5485790	41.4770424	
301073204	26.5475490	41.4781999	
301073205	26.5466907	41.4789715	
301073206	26.5456607	41.4797432	
301073207	26.5441158	41.4800004	
301073208	26.5430858	41.4800004	
301073209	26.5422275	41.4794860	
301073210	26.5403392	41.4792288	
301073212	26.5389659	41.4794860	
301073214	26.5377643	41.4796146	
301073215	26.5345027	41.4796146	
301073216	26.5327861	41.4794860	
301073217	26.5312412	41.4798718	
301073218	26.5183879	41.4855927	
301073219	26.5164145	41.4863779	
301073220	26.5148632	41.4864109	
301073222	26.5100890	41.4861561	
301073223	26.5087764	41.4862222	
301073224	26.5075519	41.4868162	
301073225	26.5066905	41.4874727	
301073226	26.5059629	41.4879882	
301073227	26.5048053	41.4884843	
301073228	26.5017777	41.4883705	
301073229	26.4965687	41.4880348	
301073231	26.4946544	41.4890329	
301073233	26.4924016	41.4908172	
301073234	26.4787671	41.4988745	
301073235	26.4715030	41.5025026	
301073236	26.4685848	41.5037882	
301073237	26.4655583	41.5051160	
301073238	26.4632805	41.5062911	
301073239	26.4611065	41.5069727	
301073240	26.4601734	41.5081591	
301073241	26.4601734	41.5095731	
301073243	26.4601734	41.5104730	
301074009	26.5442874	41.4825725	
301074011	26.5449741	41.4861732	
301074012	26.5452978	41.4882831	
301074013	26.5460868	41.4899307	
301074014	26.5484073	41.4926026	
301074015	26.5545871	41.5003170	
301074016	26.5564754	41.5019884	
301074017	26.5564754	41.5031454	
301074018	26.5564754	41.5045596	
301074020	26.5559604	41.5064879	
301074021	26.5556171	41.5076449	
301074022	26.5551021	41.5088018	
301074023	26.5535888	41.5101187	
301074024	26.5513256	41.5112442	
301074025	26.5477207	41.5131724	
301074027	26.5449741	41.5148434	
301074028	26.5439441	41.5157431	
301074029	26.5434036	41.5173531	
301074031	26.5432575	41.5199847	
301074032	26.5432575	41.5222981	
301074033	26.5432575	41.5231978	
301074034	26.5439441	41.5246115	
301074035	26.5456661	41.5258223	
301074036	26.5468624	41.5275673	
301074037	26.5477667	41.5288117	
301074039	26.5482357	41.5300090	
301074040	26.5487685	41.5317108	
301074041	26.5494477	41.5336672	
301074042	26.5493608	41.5350052	
301074043	26.5486022	41.5357649	
301074044	26.5472837	41.5363817	
301074045	26.5431155	41.5362123	
301074047	26.5409612	41.5354630	
301074048	26.5400771	41.5354654	
301074049	26.5379002	41.5358693	
301074050	26.5361396	41.5369166	
301074051	26.5350431	41.5380208	
301074052	26.5336924	41.5395137	
301074053	26.5332482	41.5406556	
301074054	26.5333190	41.5415060	
301074056	26.5348575	41.5431121	
301074057	26.5370870	41.5441744	
301074058	26.5390278	41.5451693	
301074059	26.5402134	41.5461297	
301074060	26.5407903	41.5469865	
301074062	26.5407943	41.5486708	
301074063	26.5402485	41.5496406	
301074064	26.5398730	41.5504289	
301074065	26.5400852	41.5521346	
301074066	26.5404497	41.5527390	
301074067	26.5412750	41.5543307	
301074068	26.5433942	41.5561068	
301074070	26.5441071	41.5562343	
301074071	26.5481589	41.5573149	
301074072	26.5489960	41.5576981	
301074073	26.5503636	41.5586935	
301074074	26.5513062	41.5597978	
301074075	26.5516294	41.5611605	
301074077	26.5515229	41.5615194	
301074084	26.5748432	41.4936312	
301074085	26.5753582	41.4963314	
301074327	26.5757015	41.4982599	
301074328	26.5758731	41.5004456	
301074329	26.5767314	41.5018598	
301074330	26.5774181	41.5031454	
301074331	26.5779331	41.5045596	
301074332	26.5781047	41.5059737	
301074333	26.5786142	41.5071166	
301074334	26.5791669	41.5089445	
301074335	26.5792434	41.5110516	
301074336	26.5791241	41.5120809	
301074337	26.5789765	41.5131894	
301074338	26.5787914	41.5148434	
301074339	26.5782764	41.5158717	
301074340	26.5769031	41.5172855	
301074341	26.5758731	41.5183138	
301074342	26.5750148	41.5194706	
301074343	26.5751865	41.5212699	
301074344	26.5751865	41.5239689	
301074345	26.5758731	41.5252541	
301074346	26.5760448	41.5270533	
301074347	26.5760448	41.5278243	
301074349	26.5762165	41.5287239	
301074350	26.5753582	41.5302660	
301074351	26.5744998	41.5324506	
301074352	26.5744998	41.5334786	
301074353	26.5732982	41.5347636	
301074354	26.5732982	41.5355346	
301074355	26.5730566	41.5370307	
301074356	26.5730264	41.5376527	
301074357	26.5725980	41.5393714	
301074358	26.5720321	41.5415735	
301074586	26.5882328	41.5157431	
301074587	26.5880611	41.5148434	
301074588	26.5869076	41.5130164	
301074589	26.5848606	41.5122720	
301074590	26.5716312	41.5093978	
301074591	26.5613034	41.5070584	
301074592	26.5598611	41.5063315	
